date:2026-07-09 15:32:07.438	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:INFO 	logger:j.o.k.seikyusien.interceptor.LoggingInterceptor 	message:AP処理開始 POST /ON_SeikyuKakutei param: seiqkbn=1, seiqiraino=5071101000000031001, transactionid=20d25203-19f6-4d1c-b30b-5debec00629f, irainaiyoukbn=2, filename=202612_15071101000000031001.zip
date:2026-07-09 15:32:07.438	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:08.445	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:09.461	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:10.472	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:11.480	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:12.497	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:13.503	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:14.517	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:15.532	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:16.545	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。リトライします。HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
date:2026-07-09 15:32:17.557	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:ERROR	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:キュー登録に失敗しました。 HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
jp.or.kikin.seikyusien.exception.QueueException: HTTPステータスコード:- エラー内容:sqs.ap-northeast-1.amazon.com
	at jp.or.kikin.seikyusien.repository.SeikyusienAPIQueueRepositoryImpl.handleNetworkError(SeikyusienAPIQueueRepositoryImpl.java:514)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:62)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.filter.ServletRequestPathFilter.doFilter(ServletRequestPathFilter.java:52)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.filter.CompositeFilter.doFilter(CompositeFilter.java:74)
	at org.springframework.security.config.annotation.web.configuration.WebSecurityConfiguration$CompositeFilterChainProxy.doFilter(WebSecurityConfiguration.java:319)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.servlet.handler.HandlerMappingIntrospector.lambda$createCacheFilter$4(HandlerMappingIntrospector.java:267)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.filter.CompositeFilter.doFilter(CompositeFilter.java:74)
	at org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration$CompositeFilterChainProxy.doFilter(WebMvcSecurityConfiguration.java:240)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:362)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:278)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at jp.or.kikin.seikyusien.filter.ApiKeyAuth.doFilterInternal(ApiKeyAuth.java:35)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at jp.or.kikin.seikyusien.filter.XtrackMDCPutFilter.doFilterInternal(XtrackMDCPutFilter.java:30)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at jp.or.kikin.seikyusien.filter.MDCCLearFilter.doFilterInternal(MDCCLearFilter.java:26)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:483)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:116)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at ch.qos.logback.access.tomcat.LogbackValve.invoke(LogbackValve.java:268)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:398)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:903)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1776)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:975)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:493)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:1583)
Caused by: java.net.UnknownHostException: sqs.ap-northeast-1.amazon.com
	at java.base/sun.nio.ch.NioSocketImpl.connect(NioSocketImpl.java:567)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:327)
	at java.base/java.net.Socket.connect(Socket.java:751)
	at java.base/sun.security.ssl.SSLSocketImpl.connect(SSLSocketImpl.java:304)
	at java.base/sun.net.NetworkClient.doConnect(NetworkClient.java:178)
	at java.base/sun.net.www.http.HttpClient.openServer(HttpClient.java:531)
	at java.base/sun.net.www.http.HttpClient.openServer(HttpClient.java:636)
	at java.base/sun.net.www.protocol.https.HttpsClient.<init>(HttpsClient.java:264)
	at java.base/sun.net.www.protocol.https.HttpsClient.New(HttpsClient.java:377)
	at java.base/sun.net.www.protocol.https.AbstractDelegateHttpsURLConnection.getNewHttpClient(AbstractDelegateHttpsURLConnection.java:193)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.plainConnect0(HttpURLConnection.java:1237)
	at java.base/sun.net.www.protocol.http.HttpURLConnection.plainConnect(HttpURLConnection.java:1123)
	at java.base/sun.net.www.protocol.https.AbstractDelegateHttpsURLConnection.connect(AbstractDelegateHttpsURLConnection.java:179)
	at java.base/sun.net.www.protocol.https.HttpsURLConnectionImpl.connect(HttpsURLConnectionImpl.java:141)
	at jp.or.kikin.seikyusien.repository.SeikyusienAPIQueueRepositoryImpl.openConnection(SeikyusienAPIQueueRepositoryImpl.java:397)
	at jp.or.kikin.seikyusien.repository.SeikyusienAPIQueueRepositoryImpl.executeWithRetry(SeikyusienAPIQueueRepositoryImpl.java:345)
	... 113 common frames omitted
date:2026-07-09 15:32:17.558	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:WARN 	logger:j.o.k.s.r.SeikyusienAPIQueueRepositoryImpl      	message:リランコマンド：python3 $AP_HOME/bin/apInfra/py/apExecSvrReqQueue.py 'ON_RCSQKT_H' '/RC/RCsqkt' '5071101000000031001 1 2 1 20d25203-19f6-4d1c-b30b-5debec00629f' 'ON_CLAIMASP.AP' 'AP_DOMAIN50INI_FILE_ENV$RE_HOME/etc/RC/IH/01/RECENTERSvr.in' ''
date:2026-07-09 15:32:17.558	thread:http-nio-8082-exec-125	X-Track:9e6ecb96-bd13-45b6-81ad-71f3e84bccd6	level:ERROR	logger:j.o.kikin.seikyusien.handler.AppExceptionHandler	message:異常終了しました
jp.or.kikin.seikyusien.exception.QueueException: キュー登録に失敗しました
	at jp.or.kikin.seikyusien.service.SeikyusienAPIServiceImpl.sendQueue(SeikyusienAPIServiceImpl.java:228)
	at jp.or.kikin.seikyusien.controller.SeikyusienAPIController.onSeikyuKakutei01(SeikyusienAPIController.java:143)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:258)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:191)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:991)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:896)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:590)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:108)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:365)
	at org.springframework.security.web.access.intercept.AuthorizationFilter.doFilter(AuthorizationFilter.java:101)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:125)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:119)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:62)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191)
	at org.springframework.web.filter.CompositeFilter$VirtualFilterChain.doFilter(CompositeFilter.java:113)
	at org.springframework.web.filter.ServletRequestPathFilter.doFilter(ServletRequestPathFilter.java:52)
